,index,Ticker,Rating
111,440,LITM,0.38734082077329424
112,308,PMN,0.38734082077329424
113,50,PALT,0.387340659508982
114,94,NURO,0.3873401757160454
115,192,PUYI,0.3873384018086111
116,380,MBIO,0.38733711169411345
117,236,RAIN,0.3873340476721815
118,441,LIXT,0.3873332413506204
119,301,PPSI,0.387332112500435
120,87,NSPR,0.38733098365024954
121,416,LASE,0.3873306611216252
122,179,QLI,0.3873246943420734
123,379,MBOT,0.38732356549188796
124,406,LCI,0.38731937261977056
125,93,NTWK,0.3873161473335265
126,102,NVNO,0.38731598606921425
127,42,ONVO,0.3873153410119654
128,24,AACG,0.38731517974765317
129,453,LOAN,0.3873143734260921
130,462,LGMK,0.38731227699003345
131,446,LMFA,0.38731082561122354
132,95,OLB,0.38730905170378926
133,238,RAVE,0.38730566515323295
134,208,RDCM,0.3873030849242376
135,403,LBPH,0.3873013110168033
136,23,OPFI,0.3873001821666179
137,389,MARK,0.38729905331643244
138,193,PTN,0.38729873078780797
139,271,PFSW,0.38729776320193476
140,261,PRTG,0.3872959892945005
141,196,PTRS,0.3872951829729394
142,141,OCCI,0.38729340906550513
143,425,KTCC,0.38729260274394406
144,402,LBC,0.38729244147963193
145,373,MDXH,0.3872917964223831
146,156,NYXH,0.3872893774577
147,450,LNKB,0.387286313435768
148,428,KUKE,0.3872847007926459
149,478,MYNZ,0.3872843782640215
150,460,LFVN,0.38728308814952384
151,45,ORTX,0.38728308814952384
152,355,LSEA,0.387282443092275
153,384,LYRA,0.38727841148446984
154,336,LVWR,0.38727808895584537
155,112,NNVC,0.38727566999116225
156,370,MDRR,0.387273896083728
157,432,KZIA,0.38727228344060594
158,212,QRHC,0.38727196091198157
159,14,OPBK,0.38726760677555194
160,409,LCUT,0.38726680045399087
161,340,LTBR,0.3872627688461857
162,443,LKCO,0.3872618012603124
163,207,RCRT,0.3872618012603124
164,168,PXMD,0.3872603498815026
165,298,PRT,0.3872584147097561
166,320,NMRD,0.38725776965250724
167,318,NMTC,0.38725631827369733
168,237,RANI,0.3872556732164485
169,161,PCYG,0.3872534155160776
170,127,OCFT,0.387252931723141
171,305,PMCB,0.387252931723141
172,249,PHVS,0.3872527704588288
173,235,RAIL,0.3872518028729556
174,191,PTIX,0.3872505127584579
175,411,LE,0.3872495451725847
176,231,QUIK,0.3872472874722137
177,316,POLA,0.3872458360934039
178,215,REBN,0.3872430946000963
179,287,PRLD,0.3872429333357841
180,290,PRPH,0.3872424495428475
181,33,ONCR,0.38724083689972544
182,29,OMEX,0.387235031384486
183,128,OCG,0.3872335800056761
184,413,LEJU,0.38723341874136386
185,250,PIII,0.38723051598374414
186,241,PCTI,0.3872301934551198
187,272,PET,0.3872271294331878
188,107,NMTR,0.38722342035400703
189,150,NXPL,0.3872218077108849
190,240,PRTH,0.3872214851822605
191,140,OKYO,0.3872213239179483
192,181,PVBC,0.38722019506776284
193,91,NTIP,0.38721938874620176
194,171,PYXS,0.3872190662175774
195,295,PRSO,0.38721842116032856
196,228,QTEK,0.38721277690940126
197,74,OSS,0.3872114867949036
198,331,LVLU,0.38720858403728386
199,170,PYPD,0.387207938980035
200,422,AADI,0.3872074551870984
201,419,LABP,0.38720422990085424
202,204,RBT,0.38720422990085424
203,280,PLSE,0.38720277852204443
204,498,MTAL,0.3872018109361711
205,362,MCLD,0.3871974567997416
206,80,OTRK,0.38719681174249276
207,289,PROC,0.3871942315134974
208,333,LVOX,0.38719165128450206
209,494,MYNA,0.3871914900201898
210,55,PAY,0.38719003864138
211,113,NOGN,0.3871895548484434
212,482,MYTE,0.3871787501395254
213,282,PROF,0.38717326715291045
214,62,PBPB,0.3871716545097883
215,371,MDVL,0.38716859048785635
216,30,OMGA,0.3871684292235442
217,265,PDLB,0.38716391382280235
218,244,PHAT,0.3871595596863727
219,302,PPBT,0.38715826957187505
220,427,KTTA,0.38715697945737737
221,151,NXTC,0.3871561731358164
222,361,MCHX,0.3871534316425088
223,116,NOTV,0.38714359451946423
224,351,LRMR,0.3871410142904689
225,437,LOCO,0.3871377890042247
226,132,OCUP,0.3871316609603608
227,139,PCSA,0.38712972578861427
228,211,RDW,0.38712827440980446
229,376,MEGL,0.38712795188118
230,297,PRST,0.38712440406631143
231,264,PCYO,0.38712440406631143
232,203,RDI,0.38712408153768707
233,435,LFCR,0.3871215013086917
234,383,LYLT,0.3871203724585063
235,41,ONTX,0.3871194048726331
236,319,NM,0.3871177922295109
237,257,PLBY,0.387113921886018
238,400,LAW,0.38711359935739353
239,246,PHGE,0.3871106965997738
240,117,NOVN,0.3871040847629733
241,396,LOOP,0.3871034397057245
242,421,KRO,0.38710279464847563
243,458,LINC,0.38710247211985127
244,293,PRPO,0.38709956936223144
245,44,ORGS,0.38709586028305065
246,470,LIFW,0.3870931187897432
247,242,PHX,0.38709150614662113
248,488,NAVB,0.3870815077592642
249,172,PVL,0.3870753797154003
250,391,MASS,0.38707183190053174
251,284,PRDS,0.38706473627079463
252,25,OP,0.38706392994923355
253,85,OLMA,0.3870636074206092
254,143,NVVE,0.3870607046629895
255,17,OPRT,0.38705441535481333
256,269,PED,0.3870532865046279
257,164,PWFL,0.38705119006856914
258,436,LFMD,0.3870495774254471
259,303,PLXP,0.38704748098938835
260,230,QUBT,0.38704602961057855
261,40,ONTF,0.38704506202470523
262,122,NVOS,0.38704232053139775
263,267,PDSB,0.3870397403024024
264,442,LIZI,0.3870331284656019
265,342,LOV,0.3870326446726653
266,259,PGRU,0.38703054823660654
267,408,LFLY,0.38702393639980603
268,455,LIQT,0.3870166795057567
269,309,PMVP,0.3870134542195126
270,43,ORIC,0.38701087399051726
271,490,NBSE,0.3870100676689562
272,201,QNCX,0.3870095838760196
273,465,LIAN,0.38700700364702423
274,323,LTRX,0.38700668111839986
275,378,MBRX,0.3870065198540876
276,108,NN,0.38700232698197023
277,135,OESX,0.38700152066040916
278,347,LPTH,0.38699910169572604
279,52,PASG,0.3869982953741651
280,281,PLUR,0.38699732778829177
281,444,LL,0.38699248985892554
282,348,LPTV,0.38699248985892554
283,68,ORN,0.38699200606598894
284,279,PLM,0.3869903934228669
285,58,PAYS,0.3869829752645053
286,206,RCON,0.3869797499782611
287,158,OB,0.3869673326262212
288,321,LUNA,0.38696668756897235
289,217,REFR,0.38696620377603574
290,233,RAAS,0.38695507653849337
291,392,MATH,0.38695394768830793
292,423,KSCP,0.3869513674593126
293,229,QUAD,0.3869499160805028
294,300,PPTA,0.3869349184994674
295,352,LSAK,0.3869316932132233
296,109,NNBR,0.38692862919129134
297,51,PANL,0.38692685528385706
298,160,PBYI,0.3869262102266082
299,188,PSTV,0.3869149217247536
300,493,NCNA,0.38690524586602115
301,205,RCAT,0.3869049233373968
302,165,PWP,0.3869031494299625
303,177,QIPT,0.3869021818440892
304,210,RDHL,0.38689540874297657
305,457,LIND,0.38689202219242014
306,476,MESA,0.3868908933422347
307,324,LTRY,0.3868839589768097
308,463,LGO,0.38687992736900456
309,299,PRAX,0.38687847599019476
310,37,ONDS,0.38687573449688717
311,276,PFIE,0.38687412185376513
312,105,NRIX,0.3868729930035797
313,268,PEAR,0.3868604143872274
314,186,PSNL,0.38685541519354905
315,82,OVID,0.38684896462106066
316,314,POET,0.3868444492203189
317,64,PACK,0.38684138519838696
318,218,REI,0.3868400950838893
319,56,ORMP,0.386838321176455
320,13,OPT,0.38683622474039625
321,173,PZG,0.3868339670400254
322,88,NSTG,0.3868231623311075
323,197,PTVE,0.38682300106679524
324,495,MYMD,0.386818163137429
325,103,NRXP,0.3868171955515558
326,497,MX,0.3868142927939361
327,270,PERF,0.38681171256494074
328,393,MBAC,0.386809616128882
329,307,PME,0.38680090785602284
330,219,REKR,0.386798005098403
331,459,LFT,0.38678220119580675
332,31,OMIC,0.38677284786569865
333,166,PX,0.38677091269395214
334,469,LIFE,0.38675736649172676
335,239,PRTS,0.3867464005184966
336,492,NCMI,0.3867360796025153
337,155,NYMX,0.3867307578802125
338,292,PRPL,0.386725758686534
339,350,LQDA,0.3867030204185127
340,182,PRTK,0.3866985050177709
341,395,MBI,0.3866872165159164
342,121,NRDY,0.3866872165159164
343,111,NNOX,0.3866852813441699
344,253,PIRS,0.3866833461724234
345,368,MDNA,0.38666867112001246
346,439,LITB,0.3866683485913881
347,377,MCG,0.3866678647984514
348,433,KZR,0.38665899526128
349,134,ODV,0.38665173836723066
350,65,OXSQ,0.38665125457429406
351,174,QBTS,0.3866499644597964
352,278,PFMT,0.3866477067594255
353,359,LOMA,0.3866425463014348
354,291,PLX,0.3866393210151907
355,220,RBOT,0.3866346443501366
356,72,OSG,0.38662738745608727
357,454,LOCL,0.3866243234341553
358,410,LDI,0.386612389875052
359,434,LAB,0.386612389875052
360,234,RAD,0.3866081970029346
361,167,PXLW,0.38660755194568575
362,39,ONL,0.38660513298100263
363,189,PSTX,0.3865965859724556
364,27,ONCT,0.38658465241335227
365,16,OPTT,0.3865833622988546
366,445,LLAP,0.3865754603475564
367,487,NAUT,0.38656433311001415
368,294,PRQR,0.3865320802475726
369,475,MERC,0.3865177277237861
370,420,KRNY,0.386515308759103
371,21,ORGO,0.38650611669330714
372,133,OCX,0.38650240761412635
373,28,OMER,0.38648224957510036
374,15,OPTN,0.38647660532417305
375,84,OIS,0.38647273498068013
376,35,ONCY,0.38645822119258144
377,332,LVO,0.38644467499035595
378,397,LODE,0.3864316125810672
379,67,OWLT,0.38640290753349416
380,311,PNNT,0.38640290753349416
381,438,LMDX,0.3864008110974355
382,76,OSUR,0.38640048856881104
383,232,QUOT,0.38635501203276845
384,313,POAI,0.3863166311264631
385,346,LPSN,0.38631421216177997
386,131,OCUL,0.38631082561122354
387,36,OPAD,0.3863055038889207
388,447,LFST,0.3862993758450568
389,322,LTRPA,0.3862984082591836
390,256,PLAG,0.3862922802153197
391,162,PCT,0.38627808895584537
392,283,PRCH,0.386277766427221
393,414,LEV,0.386269219418674
394,258,PLG,0.3862430946000963
395,119,NR,0.38624083689972544
396,312,PNT,0.3862384179350423
397,429,KULR,0.386228097019061
398,388,MAPS,0.3862274519618122
399,99,NVAX,0.38619245760606313
400,285,PRE,0.3861790726681499
401,106,NRGV,0.3861600434793093
402,369,LXRX,0.38615601187150417
403,159,OBE,0.38615488302131873
404,372,MDXG,0.3861532703781967
405,417,LANV,0.38614278819790315
406,365,MCW,0.3861289194670533
407,480,MYPS,0.38609827924773377
408,54,PAVM,0.38609682786892396
409,163,PYR,0.38609440890424085
410,222,RBBN,0.3860674777641021
411,343,LPCN,0.38606731649979
412,213,REAL,0.386055705469311
413,199,PUMP,0.38604619087489067
414,63,PBTS,0.3860374826020315
415,317,POWW,0.38602829053623566
416,214,REAX,0.3860208723778741
417,79,OTMO,0.3860189372061277
418,145,NVX,0.38600248824628247
419,154,NYMT,0.386002165717658
420,496,MXCT,0.3859786211280757
421,124,NVTS,0.3859702353838409
422,363,MCRB,0.3859552378028056
423,142,OBSV,0.38594652952994635
424,157,OABI,0.3859247588477983
425,404,LC,0.38587508943963833
426,209,RDFN,0.3858721866820186
427,315,POL,0.385863155880535
428,449,LND,0.3858612207087885
429,248,PHUN,0.38585444760767573
430,200,QMCO,0.38581751808018017
431,345,LPRO,0.38581509911549705
432,227,QSI,0.38581187382925297
433,349,LPTX,0.38580671337126227
434,69,OLO,0.38579639245528097
435,304,PLYA,0.38578591027498743
436,115,NOTE,0.3857815561385579
437,81,OUST,0.38578123360993344
438,330,LX,0.38576768740770806
439,386,LZ,0.3857641395928394
440,288,PRM,0.38576349453559067
441,19,ORGN,0.38573430569508105
442,260,PGEN,0.385717211677987
443,339,LTCH,0.38570705202631794
444,468,LIDR,0.3857054393831958
445,418,LADR,0.3857012465110784
446,357,LWLG,0.385649641931172
447,474,MEIP,0.38562674239883843
448,334,LVRO,0.38557417023305873
449,394,MBC,0.38550982577248794
450,431,KXIN,0.3855082131293658
451,266,PDM,0.3854898289977742
452,77,OTLK,0.3854603176286401
453,71,OSCR,0.3854256458015155
454,407,LCTX,0.3853937154676983
455,97,NUVB,0.385358559847637
456,138,OIG,0.3852613174673758
457,263,NMRK,0.3852087453015961
458,83,OLPX,0.3850731220150294
459,60,PBI,0.3849839428503785
460,381,LYEL,0.3848928285139812
461,472,LILAK,0.38478462016048987
462,471,LILA,0.38478462016048987
463,473,LILM,0.3847246298363486
464,175,QD,0.3846148088397351
465,467,LICY,0.3846083582672468
466,251,PGRE,0.3845109546226734
467,195,PTRA,0.38450385899293615
468,216,REE,0.3844654780866308
469,255,PL,0.38431937261977056
470,48,PAGS,0.3842951829729394
471,485,NAT,0.38418600703357486
472,243,PGY,0.38414423957671306
473,46,ORLA,0.38413537003954157
474,129,OCGN,0.38398120135707103
475,57,PAYO,0.383674476635252
476,401,LAZR,0.38366254307614855
477,123,NVTA,0.3835675583962582
478,110,NNDM,0.38356239793826763
479,137,OGI,0.38338129811565835
480,187,PSNY,0.38326212378893687
481,78,OTLY,0.38309166741093326
482,226,QS,0.3829252426407349
483,374,ME,0.38288605541286846
484,225,QRTEB,0.3823006659595545
485,224,QRTEA,0.3823006659595545
486,96,NUTX,0.3821631075012413
487,184,PSEC,0.3810016819247214
488,18,OPK,0.38099216733030117
489,90,NTCO,0.38044838406953674
490,344,LPL,0.38028889366476337
491,147,NXE,0.38016310750124127
492,484,NAK,0.3789112126455729
493,399,LCID,0.377863155880535
494,325,LU,0.3762313223053052
495,146,NWG,0.3427844588961776
496,398,NMR,0.34230066595955444
497,7,ITUB,0.3269635338263731
498,114,NOK,0.31295056113775155
499,382,LYG,0.054121340044379504
